IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.4,,,11.7,,19.6,15.4 [11.7 – 19.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2013,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22.7,,,19.8,,25.7,22.7 [19.8 – 25.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2012,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22.4,,,19.6,,25.2,22.4 [19.6 – 25.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2011,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22,,,19.5,,24.7,22 [19.5 – 24.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2010,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.7,,,19.2,,24.2,21.7 [19.2 – 24.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2009,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.3,,,19,,23.8,21.3 [19 – 23.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2008,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21,,,18.8,,23.3,21 [18.8 – 23.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2007,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.7,,,18.5,,23,20.7 [18.5 – 23],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2006,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.3,,,18.2,,22.6,20.3 [18.2 – 22.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2005,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20,,,17.9,,22.2,20 [17.9 – 22.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2004,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.7,,,17.6,,21.8,19.7 [17.6 – 21.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2003,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.3,,,17.3,,21.5,19.3 [17.3 – 21.5],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2002,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19,,,16.9,,21.1,19 [16.9 – 21.1],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.6,,,16.6,,20.8,18.6 [16.6 – 20.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2013,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.4,,,16.4,,22.4,19.4 [16.4 – 22.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2012,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19,,,16.2,,21.8,19 [16.2 – 21.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2011,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.6,,,15.9,,21.3,18.6 [15.9 – 21.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2010,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.2,,,15.7,,20.7,18.2 [15.7 – 20.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2009,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,17.8,,,15.4,,20.3,17.8 [15.4 – 20.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2008,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,17.4,,,15.1,,19.8,17.4 [15.1 – 19.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2007,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,17.1,,,14.8,,19.4,17.1 [14.8 – 19.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2006,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.7,,,14.5,,19,16.7 [14.5 – 19],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2005,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.3,,,14.2,,18.5,16.3 [14.2 – 18.5],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2004,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16,,,13.9,,18.1,16 [13.9 – 18.1],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2003,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.6,,,13.6,,17.7,15.6 [13.6 – 17.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2002,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.3,,,13.3,,17.4,15.3 [13.3 – 17.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.9,,,12.9,,17,14.9 [12.9 – 17],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2013,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.4,,,15.2,,21.6,18.4 [15.2 – 21.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2012,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18,,,15,,21.1,18 [15 – 21.1],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2011,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,17.6,,,14.7,,20.7,17.6 [14.7 – 20.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2010,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,17.3,,,14.4,,20.3,17.3 [14.4 – 20.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2009,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.9,,,14.1,,19.9,16.9 [14.1 – 19.9],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2008,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.5,,,13.8,,19.5,16.5 [13.8 – 19.5],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2007,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.2,,,13.5,,19,16.2 [13.5 – 19],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2006,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.9,,,13.2,,18.7,15.9 [13.2 – 18.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2005,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.5,,,12.9,,18.3,15.5 [12.9 – 18.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2004,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.2,,,12.6,,18,15.2 [12.6 – 18],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2003,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.8,,,12.2,,17.6,14.8 [12.2 – 17.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2002,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.5,,,11.9,,17.3,14.5 [11.9 – 17.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.2,,,11.6,,17,14.2 [11.6 – 17],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2013,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,30.2,,,27.1,,33.4,30.2 [27.1 – 33.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2012,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,29.5,,,26.6,,32.6,29.5 [26.6 – 32.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2011,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,28.9,,,26.1,,31.8,28.9 [26.1 – 31.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2010,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,28.2,,,25.6,,31,28.2 [25.6 – 31],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2009,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,27.6,,,25.1,,30.2,27.6 [25.1 – 30.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2008,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,26.9,,,24.5,,29.5,26.9 [24.5 – 29.5],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2007,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,26.3,,,23.9,,28.8,26.3 [23.9 – 28.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2006,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,25.7,,,23.4,,28.2,25.7 [23.4 – 28.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2005,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,25.1,,,22.8,,27.6,25.1 [22.8 – 27.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2004,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,24.5,,,22.2,,27,24.5 [22.2 – 27],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2003,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,23.9,,,21.6,,26.4,23.9 [21.6 – 26.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2002,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,23.3,,,21,,25.8,23.3 [21 – 25.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22.7,,,20.4,,25.2,22.7 [20.4 – 25.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2013,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,23,,,17.9,,28.6,23 [17.9 – 28.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2012,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22.7,,,17.8,,28,22.7 [17.8 – 28],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2011,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22.4,,,17.5,,27.6,22.4 [17.5 – 27.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2010,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22,,,17.3,,27.1,22 [17.3 – 27.1],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2009,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.7,,,17,,26.8,21.7 [17 – 26.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2008,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.4,,,16.8,,26.4,21.4 [16.8 – 26.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2007,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.1,,,16.5,,26,21.1 [16.5 – 26],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2006,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.8,,,16.3,,25.7,20.8 [16.3 – 25.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2005,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.5,,,16,,25.3,20.5 [16 – 25.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2004,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.2,,,15.7,,25,20.2 [15.7 – 25],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2003,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.9,,,15.5,,24.7,19.9 [15.5 – 24.7],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2002,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.6,,,15.2,,24.4,19.6 [15.2 – 24.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.3,,,15,,24.1,19.3 [15 – 24.1],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2013,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,26,,,23.8,,28.2,26 [23.8 – 28.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2012,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,25.4,,,23.3,,27.5,25.4 [23.3 – 27.5],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2011,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,24.8,,,22.9,,26.8,24.8 [22.9 – 26.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2010,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,24.2,,,22.4,,26.1,24.2 [22.4 – 26.1],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2009,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,23.6,,,21.9,,25.5,23.6 [21.9 – 25.5],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2008,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,23.1,,,21.4,,24.8,23.1 [21.4 – 24.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2007,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,22.5,,,20.8,,24.2,22.5 [20.8 – 24.2],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2006,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.9,,,20.3,,23.6,21.9 [20.3 – 23.6],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2005,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,21.4,,,19.8,,23,21.4 [19.8 – 23],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2004,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.8,,,19.3,,22.4,20.8 [19.3 – 22.4],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2003,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,20.3,,,18.7,,21.8,20.3 [18.7 – 21.8],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2002,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.7,,,18.2,,21.3,19.7 [18.2 – 21.3],,,EN,2017-09-21T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,GBR,United Kingdom,Year,2001,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.2,,,17.6,,20.7,19.2 [17.6 – 20.7],,,EN,2017-09-21T23:00:00.000Z
